borough,block,longitude,latitude
SI,2151,-74.1676773994,40.6051256153
BK,7788,-73.9369613016,40.6270617474
QN,2366,-73.902703067,40.7268287396
BK,1888,-73.9685182524,40.6942441576
BX,4574,-73.8608697005,40.8703757566
BX,5625,-73.7848589972,40.8389423321
BK,2541,-73.952886071,40.7321642371
BK,2919,-73.9406891007,40.7129073785
BX,3122,-73.8822506773,40.8447794867
BK,1557,-73.9206304884,40.6772947034
BK,2321,-73.9553560762,40.7168312999
BK,4244,-73.8617974314,40.6754030821
BK,2551,-73.9533480725,40.7310883267
BK,5535,-73.9826500794,40.6169370953
BK,8526,-73.9273867538,40.6116401927
QN,5566,-73.7989722307,40.7494811424
QN,9789,-73.8063104167,40.7141737654
QN,15857,-73.7801608602,40.5926916118
BK,6200,-74.0053292662,40.6208314204
QN,4019,-73.8530184011,40.7884454112
BK,6141,-74.0272053816,40.6137238117
BK,5054,-73.9611342571,40.6544052705
BK,1387,-73.9226235241,40.669683786
QN,4597,-73.7990811185,40.787329375
SI,836,-74.0991588827,40.6092137824
BK,7849,-73.9254510402,40.622883634
BX,4472,-73.8460810768,40.8627204744
BK,1231,-73.955888183,40.6744826502
SI,4040,-74.1062541109,40.5649791063
SI,5727,-74.1828977286,40.5625794899
SI,7757,-74.2271213861,40.5115265536
SI,4377,-74.1323042901,40.5679256513
BX,3596,-73.864532222,40.8190911132
BK,4934,-73.9441141421,40.643958586
BK,4953,-73.9421669187,40.6432624315
BK,5515,-73.9790418977,40.6179112135
BK,5603,-73.9910443261,40.6396694547
SI,5391,-74.1687437142,40.5388300829
SI,149,-74.1110961836,40.6434163594
BK,5364,-73.9811752193,40.6365286671
BK,7777,-73.92645089,40.6287931097
QN,820,-73.9121125784,40.7716974533
QN,3228,-73.8487378219,40.7158181815
BK,266,-73.9906667266,40.691927528
BK,1877,-73.9648607311,40.6971144409
BK,6544,-73.9663040243,40.6178810639
BK,6118,-74.0300626637,40.6158941968
QN,13738,-73.7443174268,40.6567886743
MN,1661,-73.9409447941,40.7945867412
QN,11709,-73.8216990378,40.6757765227
SI,238,-74.1302025018,40.6283166041
SI,236,-74.1275550865,40.6304856117
MN,473,-73.9988084227,40.7205357924
BX,3322,-73.8870194737,40.876731585
BK,6522,-73.9667653866,40.625315516
BK,8127,-73.9093763421,40.6483566261
QN,793,-73.9091530663,40.7696417328
QN,3022,-73.8680085865,40.7205476866
QN,3970,-73.8419220633,40.7901905643
QN,7469,-73.7597149549,40.7492772337
BK,5979,-74.0270825079,40.628040279
BK,6703,-73.9575019706,40.628153996
QN,8615,-73.7183143709,40.732175171
QN,10271,-73.7803083903,40.696146166
QN,8001,-73.7280173377,40.7235506993
QN,10943,-73.7536810962,40.7055518403
SI,3102,-74.064898975,40.6002689734
SI,4500,-74.145558779,40.562474684
SI,4792,-74.1151986149,40.5527605774
SI,8026,-74.2489217959,40.5124918888
SI,1026,-74.1311220067,40.6320104532
SI,4371,-74.1287595477,40.5670024312
SI,7906,-74.2439846101,40.5002623436
SI,1992,-74.1484396219,40.5892661186
BK,976,-73.9795090437,40.6717329464
BK,4248,-73.8734504735,40.6733720848
BK,5528,-73.9826766383,40.6182081729
QN,331,-73.9390927089,40.7610909771
QN,3338,-73.8293055749,40.7088870067
BX,4513,-73.8626514967,40.8663044463
BK,434,-73.9831709441,40.6781873573
QN,10634,-73.7408484185,40.722234887
QN,11115,-73.7453516479,40.7092438618
QN,12918,-73.7297937203,40.6774966917
QN,15659,-73.754772395,40.6066119004
SI,338,-74.1205063549,40.617018871
SI,1238,-74.1630852538,40.6377884411
SI,5410,-74.1541715114,40.5325872031
BX,2859,-73.9156657337,40.8441628021
BX,3932,-73.8559353026,40.8351682152
MN,1247,-73.9786672804,40.7890872321
MN,1227,-73.9802717202,40.7844504536
BX,4892,-73.8408573131,40.8811291319
BK,3790,-73.8928188852,40.6672631038
BK,7345,-73.9581083648,40.597291838
QN,2431,-73.89715906,40.7402546293
BK,1686,-73.9307963725,40.6803479592
BK,5985,-74.0367100767,40.6292008863
BK,5527,-73.985133516,40.6193479719
BK,5575,-73.9960666759,40.6197966802
QN,9322,-73.833036956,40.6960093433
QN,12163,-73.7903979197,40.6916675695
BX,2614,-73.904707602,40.8290011064
SI,7752,-74.2277767208,40.5190597549
SI,275,-74.1063665559,40.6299067613
SI,4723,-74.1239460516,40.5569303304
MN,384,-73.9816137126,40.7211691975
BX,4829,-73.8602124883,40.8893405979
BK,989,-73.9805774408,40.6693859291
BK,1622,-73.9300633636,40.6904597004
BK,891,-73.9919438398,40.661278225
BK,5230,-73.9492828946,40.6362993256
BK,8217,-73.9023871779,40.6376542723
BK,7318,-73.9575395961,40.5988278438
QN,2994,-73.8725485817,40.7215656026
BK,4128,-73.8751960126,40.6840666024
BK,2914,-73.9347690535,40.7145357703
BK,2781,-73.9470627034,40.7119643604
SI,1254,-74.1654877403,40.6374190428
SI,2834,-74.0624159613,40.6103452883
SI,7861,-74.2389803195,40.5013387907
QN,10110,-73.8015856633,40.6978718209
QN,10228,-73.7867860719,40.7035390998
QN,16296,-73.8625990985,40.5738065081
SI,3549,-74.0950180713,40.5851950014
SI,7740,-74.224842422,40.5109515704
MN,1894,-73.9670697287,40.8050965372
BX,2655,-73.9042617681,40.8190994071
BX,3151,-73.8982612731,40.8578362091
BX,3777,-73.8753742123,40.8307251187
BX,3937,-73.8626904364,40.8358212442
BK,4825,-73.9356034416,40.6595980378
SI,1435,-74.141002238,40.623323257
SI,756,-74.1238380192,40.6031770399
SI,1261,-74.165844705,40.6295240256
SI,695,-74.1165108279,40.6131404567
QN,2818,-73.8813576812,40.7274969517
BK,7357,-73.9465322135,40.5985572118
QN,519,-73.9334627189,40.7666786592
BK,7808,-73.93811318,40.6251243979
QN,6680,-73.8184757566,40.7262043803
QN,3193,-73.8548369649,40.712854631
QN,407,-73.9383740915,40.7536440196
QN,14182,-73.8304311548,40.6595275326
QN,11803,-73.8232792109,40.670701702
QN,12451,-73.7629977778,40.6885311351
SI,361,-74.1266000147,40.6217611482
SI,3657,-74.0938812701,40.5827022389
SI,5309,-74.1442407383,40.5373440444
BX,2434,-73.9139806288,40.8301785608
QN,8984,-73.8520759841,40.6876990459
QN,12115,-73.7902821551,40.668055524
SI,5149,-74.1481494676,40.547192276
BK,4986,-73.939103219,40.6382897687
BK,3601,-73.9095965533,40.6598580187
BK,3264,-73.9252087958,40.6948913714
QN,2871,-73.874309185,40.7320973534
QN,4945,-73.8355428907,40.7637769405
QN,5544,-73.7801443351,40.7570160519
BK,6641,-73.9637290297,40.6092648889
QN,2503,-73.8938198872,40.7287414184
QN,1786,-73.8544595512,40.7521138953
BK,8435,-73.9035469257,40.6218114977
QN,531,-73.9327766364,40.7666727286
QN,11677,-73.8060826165,40.6793428818
SI,1027,-74.1315761735,40.6328542949
BK,1560,-73.9174953107,40.6778122087
QN,9853,-73.7939712429,40.7133742958
QN,11304,-73.7364257034,40.6974494809
BK,7903,-73.9184284199,40.6172383102
QN,1580,-73.8788318104,40.7407656359
QN,2769,-73.8979937495,40.7136635441
QN,2124,-73.8536420951,40.7337240181
QN,7259,-73.7812093953,40.7271297255
QN,4164,-73.846062691,40.7812676623
QN,7419,-73.7683276794,40.7507429947
QN,1552,-73.8753243757,40.7472630811
QN,9095,-73.8495769216,40.6814368679
QN,12208,-73.7884632273,40.6801571088
SI,558,-74.0779938383,40.6201819224
SI,70,-74.0990305562,40.6440966475
SI,6940,-74.2070341956,40.5264620712
SI,5267,-74.1576390224,40.5401056703
BX,4192,-73.8333121665,40.8485271843
BX,3078,-73.8847692232,40.8578137155
BX,3341,-73.878124361,40.8736608533
BK,385,-73.9884840126,40.6857407218
QN,10628,-73.744624508,40.7204781074
QN,9021,-73.8552142376,40.6836372461
SI,1450,-74.140912658,40.6214523245
BK,5312,-73.9827813241,40.64185604
BK,5668,-73.9983126319,40.634670371
BK,6400,-74.0075905651,40.6051594474
BK,6742,-73.9609854241,40.6155685435
BK,5177,-73.9649749543,40.6366151436
QN,1123,-73.8931387322,40.7592173292
QN,1137,-73.9010742292,40.7565123016
QN,1202,-73.8977134463,40.7497386843
QN,1120,-73.8959520287,40.7590585418
QN,7004,-73.7999824504,40.7237263371
QN,7126,-73.7758824256,40.738798817
QN,5604,-73.7917714627,40.7488214775
QN,10557,-73.7550188223,40.7174197146
QN,11086,-73.7451656781,40.712025556
SI,734,-74.1354456417,40.6101837991
SI,759,-74.1254230839,40.6062308301
SI,5022,-74.1329603316,40.5568079271
QN,11021,-73.7499146463,40.699382562
QN,10909,-73.7523783015,40.7089409312
QN,9743,-73.8125359249,40.7146240998
QN,11657,-73.8095339631,40.6802503991
QN,11128,-73.7426482808,40.7077181772
SI,243,-74.1019906575,40.618854098
SI,791,-74.1425025884,40.604620946
BK,6176,-74.0084461177,40.6241796889
BK,8508,-73.9276024727,40.6129323216
BK,7477,-73.93711755,40.5880632529
QN,3614,-73.8967327392,40.707313747
QN,3520,-73.9019268103,40.7107379536
BK,7610,-73.9482038371,40.625917229
QN,2473,-73.8824620791,40.736709812
QN,9001,-73.8621872332,40.6832421996
SI,1131,-74.1424368771,40.6307549296
SI,354,-74.1290931329,40.6256889716
SI,356,-74.1278683896,40.6222943877
MN,1147,-73.9776992255,40.7802530698
QN,8977,-73.8463353212,40.6916968244
QN,11712,-73.8185009216,40.6753108365
QN,2937,-73.8782346594,40.723072583
QN,1466,-73.8747610003,40.7524513873
QN,6718,-73.8098109617,40.7146537203
BK,6580,-73.978462594,40.6113303043
BK,6311,-74.0077971467,40.6124480515
QN,2321,-73.9053584879,40.7389215489
QN,602,-73.9288312297,40.754208253
QN,8099,-73.7479257556,40.7668503016
SI,2383,-74.1630771535,40.59009745
BK,4107,-73.8713983526,40.6884481133
QN,8930,-73.8516914877,40.69212714
SI,5743,-74.1847897786,40.5639338732
BK,6795,-73.9599770069,40.6071673119
BK,5652,-74.0011937658,40.6385920554
BK,6330,-73.9937472511,40.604579319
BK,8199,-73.903973125,40.6399753274
QN,4868,-73.8065447545,40.7727468125
BK,8213,-73.8936049868,40.6470832833
QN,1414,-73.8831634452,40.7559354856
QN,6916,-73.7942059151,40.7361680208
QN,8238,-73.7324019676,40.7629145523
QN,8375,-73.7241325733,40.7558044983
QN,10256,-73.7826104623,40.6984070877
QN,8862,-73.8569058905,40.6927287623
QN,11142,-73.7404263701,40.705822208
SI,6461,-74.1760275357,40.5280218421
MN,1058,-73.991029857,40.7634704526
MN,1083,-73.9904411365,40.7678130613
MN,2025,-73.9424200789,40.8184961004
BX,4479,-73.8409706032,40.8615223301
QN,9053,-73.8568817831,40.6825660943
QN,16015,-73.7920447999,40.5945787023
SI,4477,-74.1394599033,40.5634194537
BK,6410,-73.9995724694,40.6016264284
BK,5877,-74.0143668472,40.6299384769
BK,5562,-73.9884365254,40.616645331
BK,8715,-73.9564800954,40.579395871
BK,7319,-73.9569802314,40.5994036821
BK,6917,-73.9871469188,40.5859230657
QN,3166,-73.8557682971,40.7232538957
QN,2387,-73.8990963226,40.7360327434
QN,7000,-73.7982182107,40.7258423096
QN,5319,-73.7867071156,40.7629118184
QN,9578,-73.818457454,40.6861479332
QN,10913,-73.7510759518,40.708159556
MN,1717,-73.9457687895,40.8028157106
BK,1986,-73.956089847,40.685162189
SI,5677,-74.1799826777,40.5566703005
SI,16,-74.0776929198,40.6403167317
BK,4333,-73.8824529587,40.6633385213
BK,7356,-73.9474308774,40.5984048845
BK,8800,-73.9362039275,40.5852389068
QN,5320,-73.7877492847,40.7621402607
QN,3998,-73.8445364163,40.7856241826
BK,8713,-73.9540190925,40.5797280164
QN,2556,-73.9179037651,40.7305589317
QN,1429,-73.8693670258,40.7573878737
QN,5290,-73.7988917955,40.7638386479
QN,9461,-73.8231735828,40.6911498656
QN,12378,-73.7798898043,40.6805016768
SI,7820,-74.236396993,40.5121955589
SI,2402,-74.162374108,40.5871619911
BK,2232,-73.9541819931,40.7021008635
BK,3062,-73.9417910864,40.7068028255
BK,1340,-73.9364494857,40.6765456497
BK,3279,-73.9193180969,40.6998289972
SI,710,-74.1237930892,40.6118126778
SI,870,-74.1025698744,40.5930957996
SI,5278,-74.1506451336,40.5411163006
BK,8162,-73.90567456,40.6443514622
QN,2490,-73.890072386,40.7308396603
QN,5011,-73.8266167243,40.7618412995
BK,7170,-73.9742247427,40.591001491
BK,8707,-73.9579529188,40.579819123
BK,7299,-73.9510338102,40.6024421447
QN,6410,-73.8235908578,40.7426810734
QN,10274,-73.778153772,40.697602207
QN,11923,-73.8059664779,40.6854031885
SI,3718,-74.0940951477,40.5778786803
BX,4745,-73.8440165788,40.8762189856
BX,5758,-73.9071235954,40.8826355287
BX,4614,-73.8546213665,40.8732369878
QN,9676,-73.8085629728,40.7019093189
QN,13461,-73.7535116612,40.6590904538
QN,12592,-73.7661888352,40.671143052
BK,6460,-74.0134575286,40.6042130082
QN,1075,-73.8717652834,40.7691343391
BK,7120,-73.9776695885,40.5944994006
QN,2129,-73.8515932365,40.7301469596
QN,562,-73.9314515468,40.7604246841
QN,1987,-73.8576387363,40.7482648523
QN,5287,-73.8010126638,40.7621758605
QN,9433,-73.8286359731,40.6885375166
BK,8273,-73.8834711499,40.6421043562
QN,3164,-73.8564472802,40.7219986575
QN,2797,-73.8914099732,40.7274414276
QN,4550,-73.8058614342,40.7899590274
QN,11126,-73.7443368064,40.7070329325
SI,4767,-74.1153025515,40.5537507595
MN,741,-74.0032072192,40.7429331758
BX,4783,-73.8415981777,40.8686699418
QN,10214,-73.7860135164,40.7078116769
SI,5356,-74.1660700149,40.5381118866
SI,6842,-74.1987374096,40.5403329195
QN,9389,-73.8372497678,40.6905470118
QN,10627,-73.7452911108,40.7207872147
BK,8072,-73.9021432391,40.6276326469
BK,8017,-73.9122475876,40.635219659
BK,8048,-73.9071335254,40.6332650264
BK,6950,-73.9867842011,40.5825595074
QN,1367,-73.875631502,40.7619497442
QN,819,-73.9105742612,40.7714637627
QN,7307,-73.774035501,40.7568566139
QN,6501,-73.8304222399,40.7379903899
QN,3696,-73.8762891677,40.7041520647
QN,3849,-73.8607410912,40.703297354
QN,9107,-73.8509604795,40.6799838544
QN,9340,-73.8193508866,40.700768865
QN,13455,-73.7593494351,40.6595005837
SI,1004,-74.1322229289,40.6387670381
SI,3559,-74.0982248573,40.5816005898
SI,7867,-74.2403385242,40.5075881738
MN,1994,-73.9607554573,40.8143286086
BK,3992,-73.8778364464,40.6768230375
QN,13506,-73.7493680435,40.6639121559
QN,16236,-73.8449851721,40.5751768492
QN,15904,-73.7905429406,40.5914614942
QN,11710,-73.8207999973,40.6762601649
SI,1670,-74.165118679,40.6242236463
SI,818,-74.128667682,40.5999875627
QN,1362,-73.8804540548,40.7624414685
QN,7306,-73.7756329873,40.7574787455
QN,116,-73.9113284858,40.749134234
QN,3579,-73.8958376659,40.6981479076
QN,6712,-73.8115551905,40.7196630526
QN,9593,-73.8119584667,40.6890461561
QN,9100,-73.8466695961,40.6827971848
BK,7060,-73.9864231763,40.5758949115
QN,1546,-73.8787256626,40.738954977
QN,3157,-73.8557640278,40.7255340287
SI,3253,-74.0758744462,40.5923125507
SI,4273,-74.1195554132,40.5644463371
MN,1683,-73.9396104643,40.7937900814
BK,3946,-73.8918309038,40.6765024864
QN,16217,-73.8421986519,40.5789453986
SI,3153,-74.0890374249,40.6073732905
SI,1012,-74.1298704748,40.6363805713
SI,3379,-74.0901635279,40.5862441175
SI,5742,-74.1843536129,40.5619043915
SI,4265,-74.1284000281,40.5655145617
QN,9688,-73.8096643078,40.7045863854
BK,8595,-73.9127016357,40.6069380635
BK,7107,-73.9676130984,40.6000183478
QN,6358,-73.8326466171,40.7471047344
QN,3367,-73.9063066951,40.7117368866
SI,2859,-74.0691865829,40.6110941992
SI,1780,-74.1847809491,40.6101180265
SI,4964,-74.1342296532,40.5599970294
BX,3770,-73.8814003202,40.8295350634
BX,2506,-73.9228536025,40.8365895822
BX,3154,-73.8951224391,40.8634959099
BX,3753,-73.8656793288,40.8284622507
BK,1278,-73.9436268817,40.668168613
BK,3610,-73.9125271649,40.6584587197
SI,1632,-74.1660584916,40.6189502651
SI,778,-74.1361905246,40.6066521303
SI,91,-74.0960075877,40.6397011639
BK,6514,-73.9748062225,40.6241686021
BK,5485,-73.9872777553,40.6270916422
QN,10140,-73.7916844442,40.6969889906
QN,9563,-73.8178434733,40.688815326
QN,1299,-73.897536539,40.7455348871
QN,9129,-73.8596201586,40.6754347488
QN,9197,-73.8411019201,40.698619736
SI,852,-74.0968819814,40.6006919767
SI,310,-74.1170079192,40.6278102348
SI,5720,-74.1820268232,40.5599100979
SI,5507,-74.1637443682,40.5484777787
BX,4278,-73.8495437456,40.854975592
BK,939,-73.975185115,40.6788878937
BK,4242,-73.8640233539,40.6761191103
BK,3391,-73.9104933306,40.6930572913
QN,14021,-73.8481272119,40.6553386537
QN,12786,-73.7364352232,40.6888659664
SI,6666,-74.1957624696,40.5136046378
SI,6027,-74.2005165536,40.5557338468
SI,6270,-74.1882686272,40.5466909524
BK,7582,-73.940717056,40.6304988269
BK,8006,-73.9098839402,40.638702952
BK,5501,-73.9773881073,40.6187504845
BK,6013,-74.0393664955,40.6260602272
BK,8390,-73.9112314048,40.6209066038
BK,7089,-73.9642410176,40.6023320978
QN,3426,-73.9143803116,40.7073287198
QN,10759,-73.7421336436,40.7162662093
QN,15697,-73.7682472345,40.6080885753
QN,8116,-73.7416317368,40.7689975711
BK,8147,-73.9035492126,40.6470505298
BK,8955,-73.9310644625,40.595674563
QN,1942,-73.8560666846,40.7432085424
QN,8660,-73.7220305119,40.7259675139
SI,784,-74.1390307022,40.606937033
SI,3037,-74.0743358727,40.6047013395
SI,1233,-74.1597868907,40.6291306961
SI,750,-74.1434984352,40.6082974595
SI,5289,-74.1551352426,40.5386823807
MN,1526,-73.9560521661,40.7751398986
BK,3568,-73.916367412,40.6627766374
SI,6844,-74.198038479,40.5403463983
MN,840,-73.98385298,40.752167036
BK,2031,-73.972911172,40.6962803011
QN,3964,-73.8450767444,40.7899914804
QN,7806,-73.7551128656,40.730815455
QN,10218,-73.7894931079,40.7032371024
QN,11217,-73.7373470502,40.7037039312
QN,12329,-73.7834601014,40.6893575074
BK,8522,-73.9303600363,40.6098935987
SI,6968,-74.2100189008,40.5372279251
SI,4689,-74.1181248867,40.556256553
MN,1892,-73.9692494258,40.8024073807
BX,5427,-73.8235011771,40.8292261722
MN,809,-73.9895167883,40.7503947285
BK,1997,-73.9560000536,40.6815627348
BK,6012,-74.0179586613,40.6199119293
QN,2920,-73.8802497428,40.7270649819
SI,1222,-74.1556725391,40.6278020735
SI,399,-74.1333707282,40.6208198346
SI,3166,-74.0843414648,40.6022925704
SI,6266,-74.1851546336,40.5451243932
SI,5645,-74.1748598186,40.558751904
QN,8915,-73.8597184282,40.6892666937
QN,14203,-73.8357843869,40.6525942223
QN,12665,-73.7578432172,40.6862277057
QN,11441,-73.8540416206,40.66493415
QN,12052,-73.8004303338,40.6735634743
QN,9130,-73.8599474613,40.6791164495
QN,9803,-73.791207828,40.7086378609
QN,16246,-73.8547700747,40.5789859883
QN,15826,-73.7687776327,40.5959233965
QN,13494,-73.7540089335,40.6646377969
SI,7770,-74.2292637504,40.5158519085
QN,9193,-73.8416643144,40.6997484514
QN,11994,-73.7926975791,40.6840738246
QN,9337,-73.8219402569,40.699984544
SI,3642,-74.1124421989,40.573134212
QN,8119,-73.741191877,40.7695091335
QN,11135,-73.7426814552,40.7039104497
SI,3325,-74.0872383881,40.5939604379
SI,3607,-74.1113648186,40.5772370385
QN,9065,-73.8490909578,40.6835121261
QN,13280,-73.7755003874,40.6631905355
QN,11646,-73.8195988477,40.6780194752
QN,9527,-73.8362275978,40.6815127653
QN,11332,-73.7294056093,40.6934038113
QN,6059,-73.7686586965,40.7754782439
QN,4104,-73.8321577499,40.7854060887
BK,6608,-73.9727268707,40.6110729582
BK,6111,-74.0372729228,40.6183780074
BK,6102,-74.0351182261,40.619451788
BK,7882,-73.919796377,40.6206088272
QN,1335,-73.9039930656,40.7441359383
QN,9530,-73.8335112223,40.6829223195
BK,5529,-73.9803407623,40.6164555536
QN,3246,-73.8467433687,40.7144147564
QN,7361,-73.7767925957,40.7517913905
QN,5275,-73.8084625056,40.7628863161
QN,7253,-73.7812839373,40.7234723815
QN,9413,-73.8326054611,40.6882021456
BK,5192,-73.9520228142,40.641813974
BK,8075,-73.9015949337,40.630509321
QN,2783,-73.8926664207,40.7182863645
QN,7916,-73.7402454212,40.7363712954
QN,9765,-73.801653218,40.7074315507
QN,8048,-73.746315338,40.7765321335
QN,9889,-73.7900894786,40.7166293957
BK,7381,-73.9489212725,40.5963016083
QN,1166,-73.8958364262,40.7552340124
QN,1093,-73.8711428204,40.7683115302
QN,15592,-73.738631872,40.598471976
BK,7263,-73.9613204971,40.5827691338
QN,2919,-73.878049032,40.7256704036
QN,846,-73.9101716069,40.77746997
QN,2967,-73.8764308061,40.7222880985
QN,3854,-73.8624605535,40.7090422287
QN,5206,-73.8149116358,40.7543788463
QN,4259,-73.8457979523,40.7761767063
BK,7756,-73.9257545261,40.6310513821
QN,844,-73.9125777026,40.7747756913
QN,2639,-73.9101156724,40.7132278579
QN,1723,-73.8604213017,40.7568989248
BK,7079,-73.9814883602,40.5996541382
QN,2771,-73.8988796624,40.7130516646
QN,5248,-73.8013904338,40.7663768597
QN,11017,-73.7538043858,40.6991412988
BK,7335,-73.9412877664,40.6020830506
QN,813,-73.898176607,40.7798783645
QN,5201,-73.8186477901,40.7528909512
QN,2841,-73.8879888241,40.7220621172
QN,6186,-73.7660703415,40.7693442585
QN,5015,-73.8210639851,40.7637532509
QN,10416,-73.7692181445,40.6991719494
BK,7880,-73.921783542,40.6209600246
QN,9701,-73.8124246789,40.7056372352
QN,8211,-73.7363269942,40.7608123887
QN,9295,-73.8406035839,40.693507786
BK,7900,-73.9214139788,40.6174676753
QN,7070,-73.7924315888,40.7382787886
QN,5376,-73.8171316651,40.7573245953
QN,8944,-73.8656197586,40.6871323982
QN,4706,-73.8116015986,40.7813156522
QN,10481,-73.7608252805,40.7154119512
QN,7923,-73.7340790551,40.7381728293
BK,8114,-73.9101623834,40.6519718203
QN,5861,-73.7833644811,40.7836078824
QN,9327,-73.8317366291,40.6987093859
BK,6448,-73.9975862979,40.5976767977
BK,5969,-74.0265091896,40.6287011715
BK,5856,-74.0185379986,40.6344759035
BK,5086,-73.9563248574,40.6518282729
BK,6559,-73.9776835331,40.6121182291
BK,5708,-74.0062886697,40.6343769613
BK,4031,-73.8846415884,40.671634203
QN,693,-73.9148503677,40.7593308212
BX,5030,-73.8406477615,40.8971668703
BK,6757,-73.9544731867,40.6146287134
BK,6267,-74.010546142,40.6183769031
BK,1661,-73.9298420695,40.684495502
BK,5349,-73.9814397853,40.6403489092
BK,6816,-73.9418177574,40.6100032905
BK,5776,-74.0004871089,40.6223480191
BK,8310,-73.8838297863,40.6381756241
QN,2938,-73.8782805327,40.7246039809
BK,1021,-73.9910526359,40.6697041395
BK,7102,-73.974447704,40.597638307
QN,580,-73.9274615977,40.7628399677
BK,4703,-73.9246859733,40.6517884195
BK,6776,-73.9601169649,40.6098313622
BK,5435,-73.9800052402,40.6309141888
BK,3228,-73.9260838394,40.6985180856
BK,3989,-73.8804601362,40.6761508505
BK,1513,-73.921400147,40.6806801823
BK,8520,-73.9312869238,40.6084359098
QN,4666,-73.8159674724,40.7842262817
QN,5545,-73.7789758775,40.756571012
QN,1927,-73.8611717028,40.7425494794
BK,3851,-73.8978264959,40.6603025513
BK,6237,-73.9987772076,40.6138309651
BK,6416,-73.9957518767,40.5983118255
BK,6287,-73.994621328,40.6074962004
BK,2558,-73.9553172236,40.730209713
BK,8539,-73.9253526261,40.6087013649
BK,7831,-73.9255981031,40.6241856843
BK,8866,-73.9239743904,40.5880366892
QN,7017,-73.8008552302,40.7213873754
QN,1173,-73.8893034958,40.755723184
QN,6147,-73.7842750803,40.7655959031
BK,3,-73.982535318,40.7055267759
QN,606,-73.927239146,40.7557591214
QN,2815,-73.8838090459,40.7278174043
QN,2407,-73.896155851,40.7311121089
QN,888,-73.924537729,40.7742527622
BK,1840,-73.9425822873,40.6830237112
BK,4972,-73.9399841273,40.6411048739
BK,8244,-73.8949652048,40.6404988177
QN,7416,-73.771101655,40.7504640118
BK,1216,-73.9400437998,40.6762570272
BK,5891,-74.0257247306,40.6340230108
BK,6437,-74.0050592009,40.6027983088
QN,3192,-73.8559062708,40.7120366573
QN,1403,-73.8766873594,40.7593630727
BK,6220,-74.0101261074,40.6213424453
QN,1102,-73.8781978481,40.7656473426
QN,4060,-73.8561569952,40.7841763265
BK,2369,-73.9558961666,40.7135468455
BK,6298,-73.9946368033,40.6065918634
BK,4038,-73.8785908311,40.6724786185
BK,4049,-73.8826237543,40.6703853367
BK,5676,-73.9962546553,40.6325178198
BK,5757,-74.0096976187,40.6297577656
BK,5107,-73.9543904567,40.6487855749
QN,173,-73.921549542,40.7406717476
QN,684,-73.912104996,40.7667222214
BK,7657,-73.9531616567,40.6167227042
QN,1168,-73.8943606317,40.7555228477
QN,1475,-73.8790459404,40.7494760594
BK,7301,-73.9491355731,40.602368212
BK,2783,-73.9427877827,40.7118600909
BK,415,-73.991490055,40.6827103463
BK,3581,-73.9162749793,40.6603915915
BK,3263,-73.9261417104,40.6937779496
QN,319,-73.9378657401,40.7653145044
MN,1905,-73.9489696467,40.8058151791
QN,12480,-73.769251636,40.6839680932
QN,13022,-73.7602940643,40.6729278045
SI,4229,-74.1212539169,40.5710349358
MN,402,-73.9821351475,40.725092238
BX,5038,-73.85765142,40.8962960799
BX,4703,-73.8513260317,40.8815006827
SI,665,-74.1024206767,40.6123650182
SI,5134,-74.1480916005,40.5503192043
SI,3116,-74.0671577998,40.5955383606
QN,15714,-73.7588537332,40.6029882366
MN,1557,-73.9459423274,40.7828025573
QN,12330,-73.7827511541,40.6900014836
SI,5489,-74.1619128088,40.553876535
SI,5797,-74.1931958689,40.5596549158
BX,4270,-73.8562230185,40.8520674114
SI,3412,-74.0730196221,40.5897639585
SI,3161,-74.0844775705,40.6042368553
BX,2333,-73.9267051838,40.8125900004
QN,9555,-73.8256021651,40.6869283636
QN,9309,-73.8415695935,40.6911185331
SI,3103,-74.0664307812,40.5987686189
BX,3184,-73.9004948325,40.861407567
SI,2284,-74.1402111493,40.574897492
BX,4096,-73.8567125587,40.847107265
BX,2691,-73.8989731264,40.8243808702
BX,2504,-73.9274022978,40.831093822
QN,11414,-73.8521878976,40.6678676082
QN,15323,-73.8211134771,40.5999241412
QN,11628,-73.8166277241,40.6801251679
SI,108,-74.08601295,40.6359652629
SI,347,-74.1189661327,40.6150317547
BX,2652,-73.9020304295,40.8284989762
BX,3145,-73.8980671056,40.8560180308
BX,2683,-73.9024263097,40.8131296949
QN,9812,-73.783651175,40.7084586681
QN,11324,-73.7364077666,40.6946923009
SI,1159,-74.1496070524,40.6364616514
SI,3040,-74.0725712202,40.5998099491
BX,3780,-73.8720692295,40.8310184399
BX,2661,-73.9018066649,40.8272765675
QN,12920,-73.7266584223,40.6774510572
SI,467,-74.1384661528,40.6153481322
SI,1482,-74.1454139124,40.6194869774
SI,5619,-74.173874604,40.5459086045
SI,7534,-74.2197298758,40.5224202436
BX,2707,-73.8991363123,40.8153757103
QN,12040,-73.7961431494,40.6759950555
SI,3305,-74.0995067471,40.5910481759
MN,819,-73.9928817648,40.7385828276
MN,484,-73.9996492433,40.7222083989
MN,1239,-73.9727006637,40.7911343914
MN,372,-73.9795490315,40.7211506472
QN,12634,-73.7471521931,40.6949384571
SI,7884,-74.2415798666,40.5004617413
MN,1470,-73.9524656348,40.7696160292
BX,4980,-73.8436785303,40.8901639452
