type[com/res/mix],borough,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,# of bus_stop,# of subway_station,# of FELONY,# of VIOLATION,# of MISDEMEANOR,total # of poi,poi type 1,poi type 2,poi type 3,poi type 4,poi type 5,poi type 6,poi type 7,poi type 8,poi type 9,poi type 10,poi type 11,poi type 12,poi type 13,# of roads,total width of raods
2,4,1877,1664,1915,525000,0,1,0,16,2,946,460,1341,11,1,2,2,2,0,1,1,0,1,0,191,6340
2,4,2385,1656,1925,550000,0,1,0,17,1,941,454,1360,16,1,5,2,2,1,2,0,0,2,0,205,6704
2,4,2018,1562,1915,495000,0,1,0,15,1,885,433,1291,14,1,4,1,1,1,2,0,0,3,0,202,6549
2,4,2161,1232,1925,420000,0,1,0,15,1,885,433,1291,14,1,4,1,1,1,2,0,0,3,0,202,6549
1,4,2000,1200,1925,824889,13,0,841,415,1214,9,0,2,1,1,1,2,0,0,2,0,0,0,0,206,6687
1,4,2375,2016,1920,350000,13,0,819,395,1160,9,1,1,1,1,1,2,0,0,2,0,0,0,0,203,6521
2,4,1802,1377,1930,435000,0,1,0,12,0,749,362,1083,11,2,1,2,1,1,2,0,0,2,0,095,6308
2,4,3400,1332,1920,275000,0,1,0,12,0,749,362,1083,11,2,1,2,1,1,2,0,0,2,0,095,6308
1,4,2523,2190,1920,310000,9,0,791,369,1083,9,1,1,1,1,1,2,0,0,2,0,0,0,0,210,6791
1,4,2521,1136,1920,475000,9,0,791,369,1083,9,1,1,1,1,1,2,0,0,2,0,0,0,0,210,6791
1,4,2523,1665,1920,222000,8,0,706,330,983,11,2,1,2,2,0,2,0,0,2,0,0,0,0,200,6517
2,4,1600,1086,1920,395000,0,1,0,8,0,740,340,995,12,4,1,2,2,0,2,0,0,0,0,205,6654
2,4,2523,1280,1915,375000,0,1,0,8,0,740,340,995,12,4,1,2,2,0,2,0,0,0,0,205,6654
2,4,2375,1584,1920,550000,0,1,0,5,0,676,310,848,13,7,1,1,1,0,1,0,0,1,0,194,6394
2,4,2375,1584,1920,175000,0,1,0,5,0,676,310,848,13,7,1,1,1,0,1,0,0,1,0,194,6394
2,4,4750,1606,1935,388500,0,1,0,5,0,676,310,848,13,7,1,1,1,0,1,0,0,1,0,194,6394
1,4,1355,924,1925,339200,9,2,715,296,1020,27,5,2,4,3,2,2,3,1,3,0,0,2,0,231,7780
1,4,2538,1520,1920,405000,9,3,786,354,1150,19,2,1,3,3,1,2,3,1,1,0,0,2,0,230,7632
1,4,2500,1322,1925,750000,0,1,0,8,3,794,362,1148,21,3,1,4,3,1,2,3,1,2,0,220,7323
1,4,1981,1172,1920,445000,0,1,0,8,3,821,381,1186,21,3,1,3,4,1,2,3,1,2,0,218,7338
1,4,1718,1178,1930,445000,0,1,0,7,2,777,411,1206,20,2,2,3,4,0,2,3,1,2,0,203,6948
1,4,2147,1190,1920,420000,0,1,0,7,2,777,411,1206,20,2,2,3,4,0,2,3,1,2,0,203,6948
1,4,1800,1404,1920,395000,0,1,0,7,2,771,385,1167,19,2,1,2,4,1,2,3,1,2,0,212,7216
1,4,3028,1638,1920,319007,0,1,0,6,2,769,394,1121,18,1,1,2,4,1,2,3,1,2,0,201,6964
1,4,1900,1388,1930,458000,0,1,0,7,3,765,407,1121,15,2,0,1,4,0,1,3,1,2,0,189,6537
1,4,1083,1760,1950,338000,0,1,0,9,3,779,395,1112,11,1,0,1,4,0,0,2,0,2,0,183,6203
1,4,2500,1216,1920,530000,0,1,0,8,3,697,297,958,17,3,1,4,1,1,1,1,1,2,1,212,7151
1,4,5000,2100,1950,550000,0,1,0,6,2,946,355,1281,19,2,1,3,3,1,2,3,1,2,0,204,6858
1,4,2350,1280,1920,499887,0,1,0,5,2,988,402,1365,18,1,1,3,3,1,2,3,1,2,0,209,7144
2,4,2500,1284,1920,330000,0,1,0,6,3,786,391,1101,11,1,0,1,4,0,1,2,0,1,0,191,6566
2,4,2000,1328,1920,356000,0,1,0,6,3,786,391,1101,11,1,0,1,4,0,1,2,0,1,0,191,6566
2,4,2000,1328,1920,362039,0,1,0,6,3,786,391,1101,11,1,0,1,4,0,1,2,0,1,0,191,6566
2,4,2919,1313,1920,497000,0,1,0,5,3,807,409,1157,13,2,1,3,2,0,1,2,0,1,0,198,6859
2,4,2500,1344,1920,505000,0,1,0,7,2,841,407,1177,9,2,1,2,1,0,1,1,0,0,1,095,6834
2,4,2500,1536,1940,400000,0,1,0,7,2,837,417,1192,10,2,1,3,1,0,1,1,0,0,1,096,6831
2,4,2500,1494,1940,495000,0,1,0,7,2,837,417,1192,10,2,1,3,1,0,1,1,0,0,1,096,6831
2,4,1888,1392,1910,346000,0,1,0,9,2,813,420,1242,8,3,1,1,0,0,1,1,0,0,1,095,6703
1,4,2500,1632,1930,489000,0,1,0,4,3,585,228,811,19,4,1,5,1,1,1,1,1,2,1,212,7275
1,4,2500,1632,1930,474000,0,1,0,4,3,585,228,811,19,4,1,5,1,1,1,1,1,2,1,212,7275
1,4,2100,1448,1915,285000,0,1,0,3,2,809,305,1103,12,1,1,3,1,1,1,1,1,0,1,185,6372
1,4,2000,1152,1920,450000,0,1,0,3,2,809,305,1103,12,1,1,3,1,1,1,1,1,0,1,185,6372
1,4,2150,1170,1920,420001,0,1,0,5,2,910,352,1222,10,1,0,2,1,1,1,1,1,0,1,188,6417
1,4,2400,1248,1920,292000,0,1,0,5,2,910,352,1222,10,1,0,2,1,1,1,1,1,0,1,188,6417
2,4,2002,900,1920,475000,0,1,0,5,2,874,343,1298,8,2,0,4,0,0,1,0,0,0,1,078,6116
2,4,2000,1329,1930,455000,0,1,0,7,3,1028,411,1471,9,3,0,4,0,0,1,0,0,0,0,200,6864
2,4,2335,1296,1930,520000,0,1,0,5,1,852,330,1240,10,3,0,4,0,0,1,1,0,0,1,085,6390
2,4,2335,1314,1930,445000,0,1,0,5,1,852,330,1240,10,3,0,4,0,0,1,1,0,0,1,085,6390
2,4,2335,1314,1930,335000,0,1,0,5,1,852,330,1240,10,3,0,4,0,0,1,1,0,0,1,085,6390
2,4,2000,1305,1940,465000,0,1,0,7,2,1017,426,1513,10,4,0,3,0,0,1,1,0,0,1,096,6832
2,4,2375,1585,1925,490000,0,1,0,9,2,1072,455,1603,10,4,1,2,0,0,1,1,0,0,1,092,6646
2,4,1888,1198,1925,430000,0,1,0,9,2,1072,455,1603,10,4,1,2,0,0,1,1,0,0,1,092,6646
2,4,1900,1532,1930,535000,0,1,0,10,2,1107,487,1718,8,4,1,1,0,0,0,1,0,0,1,092,6592
2,4,3040,1344,1930,415000,0,1,0,10,2,1107,487,1718,8,4,1,1,0,0,0,1,0,0,1,092,6592
2,4,2442,1408,1920,545000,0,1,0,12,2,905,445,1291,6,2,1,1,0,0,0,1,0,0,0,194,6506
2,4,3000,1602,1920,340000,0,1,0,12,1,933,460,1335,11,1,2,1,1,1,2,1,0,1,0,209,6883
2,4,2025,1248,1920,440000,0,1,0,14,1,941,447,1300,13,2,2,0,1,1,3,1,0,2,0,203,6565
1,4,3000,720,1920,305000,0,1,0,10,0,843,401,1208,11,1,3,0,1,1,3,1,0,0,0,202,6597
1,4,2200,1168,1925,515000,0,1,0,10,0,843,401,1208,11,1,3,0,1,1,3,1,0,0,0,202,6597
1,4,1828,798,1925,365000,0,1,0,9,0,851,420,1213,11,1,3,0,1,1,3,1,0,0,0,210,6876
1,4,3000,1248,1925,499000,0,1,0,9,0,851,420,1213,11,1,3,0,1,1,3,1,0,0,0,210,6876
1,4,2000,1215,1920,434000,0,1,0,9,0,806,380,1083,10,1,2,0,1,1,3,1,0,0,0,216,7010
2,4,2500,1280,1920,540000,0,1,0,8,0,806,375,1043,10,0,2,1,2,1,3,0,0,0,0,217,7065
2,4,2500,1568,1920,488000,0,1,0,8,0,806,375,1043,10,0,2,1,2,1,3,0,0,0,0,217,7065
2,4,2000,1050,1920,250000,0,1,0,5,0,731,342,898,9,2,2,0,1,1,2,0,0,0,0,210,6875
2,4,1280,2080,2006,390000,0,1,0,5,0,723,323,891,8,1,2,0,1,1,2,0,0,0,0,213,6973
2,4,4003,2298,1915,125000,0,1,0,4,0,679,329,874,9,4,1,1,1,1,0,0,0,1,0,097,6468
2,4,1955,1440,1920,506000,0,1,0,10,1,1056,458,1556,10,5,1,2,0,0,0,1,0,0,1,088,6470
2,4,1953,1344,1925,458000,0,1,0,9,1,1088,457,1649,6,3,1,1,0,0,0,1,0,0,0,087,6363
2,4,2588,1344,1925,460000,0,1,0,9,1,1088,457,1649,6,3,1,1,0,0,0,1,0,0,0,087,6363
2,4,1953,1304,1925,430000,0,1,0,9,1,1088,457,1649,6,3,1,1,0,0,0,1,0,0,0,087,6363
2,4,2280,1232,1925,510000,0,1,0,8,1,1083,458,1668,7,3,1,1,0,1,0,1,0,0,0,086,6241
2,4,1867,1022,1925,484000,0,1,0,8,1,834,421,1234,6,2,1,1,0,1,0,1,0,0,0,086,6264
2,4,2000,1280,1925,440000,0,1,0,8,1,834,421,1234,6,2,1,1,0,1,0,1,0,0,0,086,6264
2,4,2050,1296,1925,450000,0,1,0,8,1,859,405,1191,8,3,1,1,0,1,1,1,0,0,0,096,6514
1,4,1878,1152,1920,485000,8,1,799,381,1153,10,3,2,1,0,1,2,1,0,0,0,0,0,0,204,6717
2,4,2200,1024,1925,435000,0,1,0,9,0,825,395,1181,9,2,3,2,1,0,0,0,0,0,0,201,6542
2,4,2200,1024,1925,280000,0,1,0,9,0,825,395,1181,9,2,3,2,1,0,0,0,0,0,0,201,6542
2,4,2200,1216,1925,465000,0,1,0,9,0,825,395,1181,9,2,3,2,1,0,0,0,0,0,0,201,6542
2,4,2000,1170,1925,482500,0,1,0,9,0,825,395,1181,9,2,3,2,1,0,0,0,0,0,0,201,6542
1,4,2000,1170,1925,480000,0,1,0,9,0,825,408,1180,12,2,3,0,1,1,3,1,0,0,0,205,6718
2,4,2558,546,1925,299000,0,1,0,6,0,762,372,1073,8,2,2,2,1,0,0,0,0,0,0,203,6564
1,4,2000,1296,1920,429000,6,0,737,349,988,8,2,2,0,1,1,2,0,0,0,0,0,0,0,207,6744
2,4,2500,1552,1930,412000,0,1,0,6,0,739,342,980,11,2,2,0,2,1,3,0,0,0,0,210,6816
1,4,2017,1332,1925,495000,4,0,701,316,857,8,2,2,0,1,1,2,0,0,0,0,0,0,0,205,6763
1,4,1903,1296,1925,170000,2,0,663,288,796,8,2,2,0,1,1,2,0,0,0,0,0,0,0,207,6878
2,4,2500,1394,1920,492500,0,1,0,3,0,681,298,861,11,3,2,0,1,1,3,0,0,1,0,099,6554
2,4,1960,1304,1920,445000,0,1,0,4,0,671,266,798,10,4,1,0,1,0,3,0,0,1,0,084,6136
2,4,1620,1700,1931,560000,0,0,1,4,0,671,266,798,10,4,1,0,1,0,3,0,0,1,0,084,6136
2,4,6000,4000,1931,2750000,1,0,0,6,3,664,273,981,19,9,3,1,1,0,1,2,0,1,0,178,5838
2,4,1320,1120,1930,350000,0,1,0,6,2,607,286,929,19,9,2,1,1,1,1,1,0,2,0,168,5691
2,4,2327,1830,2005,395000,0,1,0,6,2,611,259,929,16,10,2,1,0,0,1,1,0,1,0,076,5859
2,4,2327,1830,2005,385000,0,1,0,6,2,611,259,929,16,10,2,1,0,0,1,1,0,1,0,076,5859
2,4,14240,4400,1965,6125000,1,0,0,6,2,515,207,797,21,10,3,2,0,0,2,1,0,2,0,189,6312
2,4,4100,1584,1950,500000,0,1,0,9,1,405,171,633,16,5,3,3,0,2,1,0,1,0,0,217,7448
2,4,2750,1764,1920,300000,0,1,0,9,2,1232,454,1848,22,10,1,2,2,0,2,1,2,1,0,177,5858
2,4,7250,2349,1920,1935000,0,1,0,14,4,1612,642,2733,32,18,3,3,2,0,2,1,1,1,0,164,5390
2,4,1701,1184,1920,435000,0,1,0,10,3,1083,404,1600,21,9,3,1,0,0,2,2,2,1,0,193,6408
2,4,2080,1120,1920,480000,0,1,0,10,3,1083,404,1600,21,9,3,1,0,0,2,2,2,1,0,193,6408
2,4,6525,500,2008,2089347,1,0,0,10,3,1111,430,1685,22,9,3,1,0,0,2,3,2,1,0,197,6583
1,4,2000,1408,1920,749000,9,4,1154,446,1757,26,9,4,3,2,0,2,1,2,1,0,1,1,0,178,5960
2,4,2970,2800,1929,755000,15,3,1239,509,1875,26,7,5,3,3,0,1,2,0,1,0,3,0,1,162,5324
2,4,2000,1296,1920,500000,0,1,0,12,4,1047,410,1612,23,9,4,1,1,0,2,3,0,1,0,292,6341
2,4,2000,1296,1920,250000,0,1,0,12,4,1047,410,1612,23,9,4,1,1,0,2,3,0,1,0,292,6341
2,4,1940,1296,1920,490000,0,1,0,12,4,1047,410,1612,23,9,4,1,1,0,2,3,0,1,0,292,6341
2,4,1940,1296,1920,491000,0,1,0,12,4,1047,410,1612,23,9,4,1,1,0,2,3,0,1,0,292,6341
2,4,2300,1248,1920,468000,0,1,0,11,3,1104,430,1652,21,8,3,1,1,0,1,3,0,1,0,398,6586
2,4,3000,2808,1925,600000,0,1,0,9,2,904,381,1419,20,6,3,1,1,0,1,3,0,2,0,378,5973
2,4,3000,1757,1925,145687,0,1,0,9,2,904,381,1419,20,6,3,1,1,0,1,3,0,2,0,378,5973
1,4,4033,1836,1925,694000,16,2,1322,640,2535,45,16,4,6,4,0,2,9,0,0,0,2,1,1,171,5869
1,4,4033,1836,1925,300000,16,2,1322,640,2535,45,16,4,6,4,0,2,9,0,0,0,2,1,1,171,5869
2,4,2500,1278,1940,670000,0,1,0,5,2,401,195,637,18,6,3,1,1,1,1,2,0,2,0,193,6617
2,4,1800,1278,1940,580000,0,1,0,5,2,401,195,637,18,6,3,1,1,1,1,2,0,2,0,193,6617
2,4,3000,1512,1925,590000,0,1,0,5,2,401,195,637,18,6,3,1,1,1,1,2,0,2,0,193,6617
1,4,2500,1312,1920,566000,9,2,664,322,957,23,8,4,2,1,0,1,2,0,2,0,3,0,0,200,6731
1,4,2500,1312,1920,585000,9,2,664,322,957,23,8,4,2,1,0,1,2,0,2,0,3,0,0,200,6731
2,4,4000,1800,1945,740000,0,1,0,9,2,733,342,1045,21,7,3,2,1,0,1,2,0,2,0,391,6419
2,4,2525,1584,1920,475000,0,1,0,9,2,733,342,1045,21,7,3,2,1,0,1,2,0,2,0,391,6419
1,4,5000,3015,1920,865000,15,2,859,458,1655,32,12,4,3,4,0,2,2,0,0,0,3,1,1,170,5853
2,4,4008,2304,1930,825000,0,1,0,10,1,535,236,820,18,2,5,3,1,0,2,0,3,0,1,173,6051
1,4,4300,1159,1930,1100000,9,1,364,168,604,18,4,5,1,1,1,0,2,0,2,0,2,0,0,217,7619
1,4,4000,1356,1960,735000,9,1,367,163,624,18,4,3,1,1,2,1,2,0,2,0,2,0,0,221,7736
2,4,3800,1584,1940,304000,0,1,0,14,0,348,146,574,16,4,4,1,2,1,0,0,3,0,0,205,7371
1,4,4000,1600,1945,750000,8,0,381,175,606,13,1,3,0,1,1,0,2,0,2,0,3,0,0,218,7721
2,4,2300,1280,1925,575000,0,1,0,14,0,363,149,582,15,4,3,1,2,1,0,0,3,0,0,204,7313
2,4,2900,1408,1930,555000,0,1,0,9,1,390,182,638,17,2,5,2,1,0,2,0,3,0,1,182,6451
1,4,1422,1640,1915,490000,19,1,1670,735,3192,48,19,4,8,3,0,2,8,0,0,0,2,1,1,166,5636
2,4,2500,1676,1920,625000,0,1,0,14,1,866,390,1448,34,9,4,7,9,0,0,0,2,1,1,164,5621
2,4,4000,1584,1920,525000,0,1,0,14,1,866,390,1448,34,9,4,7,9,0,0,0,2,1,1,164,5621
1,4,1080,1330,2007,400000,13,1,654,300,1108,30,8,4,4,1,0,1,7,0,0,0,3,1,1,179,6261
1,4,3900,2432,1920,720000,13,1,647,306,1132,34,8,4,5,1,0,1,10,0,0,0,3,1,1,177,6117
1,4,4000,2010,1930,735000,13,1,617,277,1088,36,9,5,6,1,0,1,10,0,0,0,2,1,1,174,6026
1,4,4008,1463,1930,642000,14,1,595,266,1021,31,7,5,8,0,0,0,8,0,0,0,2,0,1,158,5530
2,4,4000,1626,1920,669000,0,1,0,11,1,412,159,732,21,6,5,4,1,0,0,0,3,0,1,172,6068
2,4,4360,1626,1920,655000,0,1,0,11,1,412,159,732,21,6,5,4,1,0,0,0,3,0,1,172,6068
1,4,4720,1440,1930,760000,12,0,350,136,660,28,6,3,6,2,0,0,7,0,0,0,3,0,1,169,5928
1,4,2020,1280,1930,250000,12,0,398,172,735,29,8,3,7,1,0,0,7,0,0,0,2,0,1,163,5719
1,4,2500,1645,1920,642000,12,0,341,129,505,27,10,3,5,1,0,1,4,0,0,0,2,0,1,161,5671
0,4,4217,8850,1940,1865850,21,2,1892,783,3749,48,18,1,5,4,3,2,10,1,0,1,2,1,0,178,6170
2,4,2828,1398,1920,450000,0,1,0,18,2,1435,593,2525,30,5,4,3,5,5,0,3,1,1,1,263,5569
2,4,2500,1584,1920,605000,0,1,0,16,2,1503,612,2735,31,9,3,4,3,4,0,3,1,1,1,259,5405
2,4,1878,1480,1920,466440,0,1,0,15,2,1379,572,2397,27,6,3,2,3,5,0,3,1,1,1,264,5512
2,4,1200,1500,1920,200000,0,1,0,15,2,1401,559,2356,28,6,3,3,3,5,0,3,1,1,1,269,5662
2,4,2500,1376,1920,500000,0,1,0,12,2,1300,550,2257,23,6,3,2,3,5,0,2,0,1,1,071,5742
2,4,3710,1472,1920,650000,0,1,0,10,2,1234,509,2092,24,6,3,3,3,5,0,2,0,1,1,079,5972
1,4,2200,1484,1920,575000,0,1,0,11,1,1054,419,1704,21,4,2,2,3,5,0,2,0,1,1,163,5534
2,4,4400,2000,1925,855000,0,1,0,10,1,571,262,999,29,9,3,8,0,0,0,7,0,0,1,169,5797
2,4,5249,1454,1935,770000,0,1,0,6,0,341,142,532,34,11,5,5,1,1,1,5,0,2,1,266,5459
2,4,3142,2099,1935,665000,0,1,0,5,0,287,118,471,36,9,5,5,1,3,1,6,0,2,1,375,5889
1,4,4000,2457,1940,1098691,5,0,214,104,322,45,15,6,6,1,4,1,3,0,2,2,3,2,0,175,5851
1,4,3000,2272,1930,550000,3,0,169,74,261,46,14,6,4,1,5,1,2,0,3,2,5,2,1,179,5918
1,4,1800,1566,1920,510000,3,0,169,74,261,46,14,6,4,1,5,1,2,0,3,2,5,2,1,179,5918
2,4,6250,1674,1930,690000,0,1,0,5,1,504,213,852,25,7,4,3,0,1,1,4,0,3,1,177,6038
2,4,7150,1296,1930,850000,0,1,0,5,1,325,146,550,27,7,5,4,1,2,0,2,0,2,1,375,5784
1,4,6950,2088,1940,949000,2,1,187,88,291,40,14,6,3,1,5,1,1,0,2,2,3,2,0,171,5752
1,4,8450,2100,1930,975000,2,1,187,88,291,40,14,6,3,1,5,1,1,0,2,2,3,2,0,171,5752
1,4,8645,1880,1925,860000,0,1,0,2,0,191,61,252,32,9,5,3,0,4,3,2,4,1,0,190,6303
1,4,11172,2938,1920,1050000,0,1,0,2,0,191,61,252,32,9,5,3,0,4,3,2,4,1,0,190,6303
1,4,6153,2326,1940,899000,0,1,0,2,0,191,61,252,32,9,5,3,0,4,3,2,4,1,0,190,6303
2,4,2080,1460,1931,550000,1,0,0,6,1,804,333,1138,18,5,2,2,3,2,0,2,0,1,0,163,5407
2,4,2400,1194,1925,450000,0,1,0,3,1,688,274,948,16,6,2,2,2,2,0,0,0,1,0,147,4841
2,4,2340,1202,1925,392000,0,1,0,3,1,688,274,948,16,6,2,2,2,2,0,0,0,1,0,147,4841
2,4,1748,1524,1925,485000,0,1,0,4,1,670,271,924,16,6,2,2,2,2,0,0,0,1,0,146,4769
2,4,1613,1875,1920,395000,0,0,1,1,1,635,240,829,11,4,2,1,1,2,0,0,0,0,0,143,4845
2,4,1120,1386,1920,420000,0,1,0,3,0,589,213,760,14,4,1,1,4,2,1,0,0,0,0,153,5209
2,4,2500,1990,1920,505000,0,1,0,3,0,569,193,726,15,4,1,1,6,1,1,0,0,0,0,158,5407
2,4,2500,1990,1920,470000,0,1,0,3,0,569,193,726,15,4,1,1,6,1,1,0,0,0,0,158,5407
2,4,1942,1184,1925,445500,0,1,0,3,0,525,200,698,13,4,0,0,6,1,1,0,0,0,0,156,5276
2,4,1942,1184,1925,250000,0,1,0,3,0,525,200,698,13,4,0,0,6,1,1,0,0,0,0,156,5276
2,4,2000,1184,1925,383500,0,1,0,4,0,515,213,730,12,4,0,0,6,1,1,0,0,0,0,071,5788
2,4,2000,1184,1925,395000,0,1,0,4,0,515,213,730,12,4,0,0,6,1,1,0,0,0,0,071,5788
2,4,9188,3034,1931,1147052,1,0,0,4,0,511,232,740,12,4,0,0,6,1,1,0,0,0,0,066,5561
1,4,2360,1352,1920,450000,0,1,0,9,1,906,369,1379,20,4,2,2,2,5,0,2,0,1,1,162,5435
2,4,3040,1960,1930,540000,0,1,0,4,1,674,278,968,16,6,1,2,3,2,0,0,0,1,0,166,5485
2,4,2500,1368,1925,435000,0,1,0,2,1,600,229,803,11,6,0,1,1,2,0,0,0,0,0,142,4714
2,4,2574,1372,1925,460000,0,1,0,3,0,547,192,707,12,3,0,1,5,1,1,0,0,0,0,157,5228
2,4,2542,1648,1925,430000,0,1,0,3,0,549,185,718,13,3,0,1,6,1,1,0,0,0,0,162,5422
2,4,2442,1344,1920,513000,0,1,0,3,0,495,181,671,11,3,0,0,5,1,1,0,0,0,0,163,5470
2,4,2442,1344,1920,420000,0,1,0,3,0,495,181,671,11,3,0,0,5,1,1,0,0,0,0,163,5470
2,4,2742,1050,1915,500000,0,1,0,4,0,462,197,665,12,5,0,0,5,1,1,0,0,0,0,068,5633
2,4,2500,1464,1925,505000,0,1,0,3,1,536,192,719,9,3,0,1,2,2,0,0,0,0,0,155,5132
2,4,2500,1499,1925,440000,0,1,0,3,1,536,192,719,9,3,0,1,2,2,0,0,0,0,0,155,5132
2,4,2500,1514,1925,500000,0,1,0,3,1,536,192,719,9,3,0,1,2,2,0,0,0,0,0,155,5132
2,4,2400,1648,1920,470000,0,1,0,3,0,495,169,643,12,3,0,2,3,2,1,0,0,0,0,155,5048
2,4,4800,2131,1940,1390500,0,1,0,3,1,304,98,446,8,2,0,0,0,3,0,0,0,2,0,175,5837
2,4,11970,2570,1925,1800000,0,1,0,2,1,390,142,580,10,4,1,1,0,2,0,1,0,0,0,170,5702
2,4,4460,2560,1930,990000,0,1,0,3,0,216,60,328,5,3,0,0,0,1,0,0,0,0,0,173,5900
2,4,4317,1196,1922,989739,0,1,0,2,1,372,142,549,9,5,1,1,0,2,0,0,0,0,0,064,5449
2,4,6840,2935,1940,1200000,0,1,0,2,1,311,110,472,6,5,0,0,0,1,0,0,0,0,0,070,5620
2,4,7648,3688,1935,950000,0,1,0,2,0,174,55,292,4,4,0,0,0,0,0,0,0,0,0,062,5436
2,4,5820,3680,1960,1287500,0,1,0,2,0,174,55,292,4,4,0,0,0,0,0,0,0,0,0,062,5436
2,4,4200,1694,1930,710000,0,1,0,2,1,396,140,516,7,5,0,1,0,1,0,0,0,0,0,057,5221
2,4,4520,1976,1950,750000,0,1,0,2,1,359,125,479,6,4,0,1,1,0,0,0,0,0,0,054,5213
2,4,4440,1923,1960,805000,0,1,0,2,1,300,101,432,6,5,0,1,0,0,0,0,0,0,0,052,5038
2,4,4240,1432,1940,550000,0,1,0,2,1,300,101,432,6,5,0,1,0,0,0,0,0,0,0,052,5038
2,4,8080,3304,1945,840000,0,1,0,2,1,300,101,432,6,5,0,1,0,0,0,0,0,0,0,052,5038
2,4,6000,1491,1940,575000,0,1,0,2,1,300,101,432,6,5,0,1,0,0,0,0,0,0,0,052,5038
2,4,8000,2150,1950,304000,0,1,0,2,1,300,101,432,6,5,0,1,0,0,0,0,0,0,0,052,5038
2,4,4502,1250,1955,715000,0,1,0,2,1,296,102,440,7,5,0,1,0,1,0,0,0,0,0,056,5158
2,4,5120,1786,1945,865000,0,1,0,2,1,313,108,428,5,4,0,1,0,0,0,0,0,0,0,053,5161
2,4,12120,1736,1950,1100000,0,1,0,2,1,313,108,428,5,4,0,1,0,0,0,0,0,0,0,053,5161
2,4,7656,3272,1930,1150000,0,1,0,3,0,262,85,339,6,4,0,1,0,0,1,0,0,0,0,058,5393
2,4,4000,1636,1925,648000,0,1,0,2,0,351,122,476,10,4,0,1,4,0,1,0,0,0,0,058,5373
2,4,6600,1900,1950,915000,0,1,0,2,0,273,95,361,7,4,0,1,1,0,1,0,0,0,0,054,5229
2,4,8640,3336,1935,1200000,0,1,0,3,0,151,51,252,6,5,0,1,0,0,0,0,0,0,0,061,5438
2,4,4000,1536,1940,775000,0,1,0,2,0,127,36,199,4,4,0,0,0,0,0,0,0,0,0,061,5449
2,4,6400,2313,1945,950000,0,1,0,3,0,153,50,211,4,3,0,1,0,0,0,0,0,0,0,058,5499
2,4,2215,900,1931,125000,1,0,0,8,3,976,349,1511,20,10,2,2,0,0,2,1,2,0,0,200,6536
2,4,960,1928,1990,400000,1,0,0,8,3,1097,381,1627,22,11,2,2,0,0,2,1,2,1,0,192,6347
2,4,2002,1170,1931,1800000,1,0,0,7,1,1068,370,1594,20,13,0,2,0,0,1,1,2,0,0,195,6401
2,4,8700,17300,1931,7300000,1,0,0,13,3,1517,590,2515,30,16,2,2,3,0,3,1,0,2,0,178,5991
2,4,6695,6650,1931,2050000,1,0,0,11,2,1332,472,2129,30,18,2,3,2,0,2,2,0,0,0,166,5559
2,4,3000,1709,1920,535000,0,1,0,3,1,767,325,1038,19,10,1,1,1,0,2,0,2,1,0,201,6640
2,4,3000,1709,1920,330000,0,1,0,3,1,767,325,1038,19,10,1,1,1,0,2,0,2,1,0,201,6640
2,4,3000,1709,1920,280000,0,1,0,3,1,767,325,1038,19,10,1,1,1,0,2,0,2,1,0,201,6640
2,4,3069,1845,1920,275000,0,1,0,3,1,767,325,1038,19,10,1,1,1,0,2,0,2,1,0,201,6640
2,4,2300,1536,1925,433000,0,1,0,4,0,669,307,889,15,10,1,1,1,0,0,0,0,1,0,200,6621
2,4,2500,1776,1925,470000,0,1,0,4,0,669,307,889,15,10,1,1,1,0,0,0,0,1,0,200,6621
2,4,12250,1260,1957,2500000,1,0,0,4,0,717,313,923,16,10,1,1,1,1,1,0,0,1,0,093,6334
2,4,2500,1564,1910,425000,0,1,0,11,2,1370,464,2150,27,16,2,2,1,0,2,2,0,1,0,178,5958
2,4,2504,3052,2004,2500000,1,0,0,7,1,919,301,1220,18,11,3,0,1,0,1,1,0,0,0,185,6262
2,4,2375,1248,1915,494795,0,1,0,5,0,710,294,849,9,4,1,0,1,0,2,0,0,1,0,088,6184
2,4,1433,1662,1930,450000,0,1,0,5,0,717,312,920,13,8,1,0,1,1,1,0,0,1,0,098,6564
2,4,2500,1762,1920,325000,0,1,0,4,0,730,306,923,11,8,0,0,1,0,1,1,0,0,0,093,6480
2,4,10650,4500,1960,2500000,1,0,0,4,0,742,323,956,12,9,0,0,1,0,1,0,0,1,0,094,6465
2,4,3125,1584,1910,500000,0,1,0,4,0,746,303,943,11,8,0,0,1,0,1,1,0,0,0,094,6546
2,4,2500,1624,1920,334400,0,1,0,3,0,721,306,983,15,10,3,0,1,0,0,0,0,0,0,193,6559
2,4,2290,7350,1931,496000,1,0,0,8,2,1020,349,1506,30,18,3,1,2,0,2,4,0,0,0,079,6031
2,4,1900,1280,1920,395000,0,1,0,4,0,702,264,846,10,5,1,0,1,0,2,0,0,1,0,090,6391
2,4,1800,1280,1920,405000,0,1,0,4,0,702,264,846,10,5,1,0,1,0,2,0,0,1,0,090,6391
2,4,2500,1280,1925,445000,0,1,0,5,0,756,309,893,11,6,2,0,1,0,1,1,0,0,0,093,6509
2,4,3000,2131,1925,460000,0,1,0,5,0,756,309,893,11,6,2,0,1,0,1,1,0,0,0,093,6509
