type[com/res/mix],borough,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,# of bus_stop,# of subway_station,# of FELONY,# of VIOLATION,# of MISDEMEANOR,total # of poi,poi type 1,poi type 2,poi type 3,poi type 4,poi type 5,poi type 6,poi type 7,poi type 8,poi type 9,poi type 10,poi type 11,poi type 12,poi type 13,# of roads,total width of raods
1,5,1863,1675,2002,480000,3,0,78,96,218,9,4,1,0,0,0,0,0,3,1,0,0,0,0,205,7003
2,5,2324,1984,2004,583000,0,1,0,3,0,23,38,58,9,3,0,1,0,0,0,1,3,1,0,033,4380
2,5,4215,2296,2004,533000,0,1,0,3,0,23,38,58,9,3,0,1,0,0,0,1,3,1,0,033,4380
1,5,5600,840,1950,390000,0,1,0,6,0,178,165,351,25,4,0,11,3,0,5,1,0,0,0,264,9070
1,5,4000,900,1945,180000,0,1,0,5,0,163,149,309,26,5,0,11,3,0,5,1,0,0,0,254,8786
1,5,2183,1312,1960,430000,4,0,147,139,302,24,5,0,7,1,1,7,1,0,1,1,0,0,0,269,9287
1,5,2265,1312,1960,425000,4,0,147,139,302,24,5,0,7,1,1,7,1,0,1,1,0,0,0,269,9287
1,5,4576,1040,1955,153000,0,1,0,3,0,150,157,350,14,3,1,4,3,0,1,1,0,0,0,267,8989
1,5,4051,1040,1955,605000,0,1,0,3,0,150,157,350,14,3,1,4,3,0,1,1,0,0,0,267,8989
1,5,2044,912,1965,395000,5,0,173,164,337,25,5,0,10,2,0,5,1,0,1,1,0,0,0,253,8609
1,5,6250,884,1955,207000,4,0,145,135,306,22,5,0,7,0,1,6,1,0,1,1,0,0,0,261,9071
1,5,2144,1500,1997,469000,3,0,132,120,256,22,5,0,7,0,1,6,1,0,1,1,0,0,0,249,8666
1,5,2625,1200,1960,452000,2,0,160,178,334,21,5,0,7,0,0,6,1,0,1,1,0,0,0,261,9217
1,5,6000,2780,1955,670000,2,0,152,152,317,22,5,0,7,0,1,6,1,0,1,1,0,0,0,255,9012
2,5,4000,1838,1960,510000,0,1,0,7,0,130,141,315,15,4,0,5,0,0,4,1,0,0,0,261,9008
2,5,4650,816,1960,427000,0,1,0,7,0,130,141,315,15,4,0,5,0,0,4,1,0,0,0,261,9008
2,5,2660,2200,1992,539000,0,1,0,6,0,133,134,306,8,1,0,2,0,1,3,0,0,0,0,254,8667
2,5,4000,1000,1950,390000,0,1,0,6,0,133,134,306,8,1,0,2,0,1,3,0,0,0,0,254,8667
2,5,4000,1344,1960,403000,0,1,0,6,0,133,134,306,8,1,0,2,0,1,3,0,0,0,0,254,8667
2,5,4000,1848,1960,470000,0,1,0,6,0,133,134,306,8,1,0,2,0,1,3,0,0,0,0,254,8667
1,5,4904,1460,1950,560000,3,0,135,125,267,22,5,0,7,0,1,6,1,0,1,1,0,0,0,252,8814
2,5,4000,1664,1955,495000,0,1,0,4,0,104,116,274,19,3,0,7,0,1,6,1,0,0,0,247,8632
2,5,4000,2012,1965,690000,0,1,0,5,0,125,140,318,14,2,0,4,0,2,5,0,0,0,0,257,9008
2,5,3000,1194,1930,459000,0,1,0,5,0,111,133,298,11,1,0,3,0,2,3,1,0,0,0,252,8743
2,5,4000,1624,1925,475000,0,1,0,5,0,111,133,298,11,1,0,3,0,2,3,1,0,0,0,252,8743
2,5,4000,1056,1965,280000,0,1,0,5,0,111,133,298,11,1,0,3,0,2,3,1,0,0,0,252,8743
2,5,5200,1421,1901,220000,0,1,0,4,0,111,116,302,10,0,0,3,0,1,5,0,0,0,0,232,8071
2,5,5440,1452,1945,340000,0,1,0,7,0,157,160,385,15,2,2,3,1,2,3,1,0,0,0,256,8726
2,5,5125,2778,1960,875000,0,1,0,7,0,157,160,385,15,2,2,3,1,2,3,1,0,0,0,256,8726
2,5,5000,702,1950,550000,0,1,0,6,0,154,153,374,18,2,2,3,0,2,7,1,0,0,0,259,8912
2,5,2825,2392,1982,488000,0,1,0,1,0,112,99,310,18,1,2,6,1,2,5,0,0,0,0,233,8059
2,5,7500,2128,1920,661000,0,1,0,1,0,76,61,191,16,1,2,6,2,2,2,0,0,0,0,216,7431
2,5,3700,976,1925,640000,0,1,0,1,0,90,55,210,17,1,2,7,2,2,2,0,0,0,0,220,7532
1,5,5000,978,1950,600000,4,0,147,110,380,26,1,5,6,2,2,7,0,0,0,3,0,0,0,245,8363
2,5,4000,3010,1940,277500,0,1,0,5,0,130,111,343,18,1,3,6,1,2,4,0,0,0,0,240,8301
2,5,1200,2900,1989,455500,0,1,0,3,0,140,117,383,21,1,5,2,2,2,8,0,0,0,0,255,8728
2,5,4000,1080,1950,468500,0,1,0,8,0,144,135,435,15,1,3,1,1,1,7,0,0,0,0,247,8506
2,5,5415,1785,1945,582000,0,1,0,8,0,144,135,435,15,1,3,1,1,1,7,0,0,0,0,247,8506
2,5,4000,1120,1955,450000,0,1,0,9,0,156,142,452,18,1,6,0,2,0,7,0,1,0,0,247,8501
2,5,6000,1696,1920,540000,0,1,0,9,0,156,142,452,18,1,6,0,2,0,7,0,1,0,0,247,8501
2,5,2183,1900,2002,515000,0,1,0,9,0,156,142,452,18,1,6,0,2,0,7,0,1,0,0,247,8501
2,5,4094,1514,1965,350000,1,0,0,9,0,154,140,452,16,1,4,0,2,0,7,0,1,0,0,246,8475
2,5,4000,936,1955,610000,0,1,0,12,0,182,160,536,16,1,4,0,2,0,8,0,0,0,0,244,8395
2,5,4000,1628,1935,740000,0,1,0,12,0,182,160,536,16,1,4,0,2,0,8,0,0,0,0,244,8395
2,5,4000,880,1955,475000,0,1,0,12,0,182,160,536,16,1,4,0,2,0,8,0,0,0,0,244,8395
1,5,3700,1320,1920,465000,0,1,109,67,274,14,1,4,2,3,1,1,0,0,0,2,0,0,0,264,8988
1,5,1287,1300,1989,315000,2,0,106,57,243,18,0,5,5,3,1,1,0,0,0,2,1,0,0,267,9080
1,5,4600,1232,1930,440000,0,1,109,61,256,18,0,5,5,3,1,1,0,0,0,2,1,0,0,275,9406
1,5,4000,884,1955,271727,8,0,150,113,471,18,1,5,2,3,1,2,0,0,0,2,2,0,0,268,9153
2,5,4600,1116,1910,510000,0,1,0,7,0,151,119,454,23,1,6,2,3,1,8,0,1,0,0,257,8749
1,5,4000,1248,1950,512000,8,0,176,147,546,20,1,5,2,2,1,7,0,0,0,0,2,0,0,260,8796
1,5,4000,1120,1960,475000,8,0,176,147,546,20,1,5,2,2,1,7,0,0,0,0,2,0,0,260,8796
1,5,4000,1494,1925,570000,13,0,195,158,663,23,1,5,1,4,2,7,1,0,0,0,2,0,0,247,8423
2,5,7620,1580,1930,600000,0,1,0,3,0,128,129,300,8,1,1,1,3,0,1,0,0,0,0,250,8406
2,5,5292,1040,1955,455000,0,1,0,3,0,128,129,300,8,1,1,1,3,0,1,0,0,0,0,250,8406
2,5,5334,1040,1955,428000,0,1,0,3,0,128,129,300,8,1,1,1,3,0,1,0,0,0,0,250,8406
2,5,3600,1900,1920,339200,0,1,0,3,0,131,134,316,11,3,1,2,3,0,1,0,0,0,0,262,8786
2,5,2320,1430,1980,453000,0,1,0,2,0,127,135,291,10,2,1,2,3,0,1,0,0,0,0,237,8145
1,5,2688,1760,1970,399999,2,0,139,148,323,17,3,1,7,2,0,1,1,0,2,0,0,0,0,242,8370
2,5,2800,1200,1975,415000,0,1,0,2,0,127,133,284,12,2,1,5,2,0,1,0,0,0,0,228,7909
2,5,2576,1200,1965,425000,0,1,0,2,0,127,133,284,12,2,1,5,2,0,1,0,0,0,0,228,7909
2,5,10000,1224,1978,420000,0,1,0,2,0,134,141,295,12,2,1,5,2,1,0,0,0,0,0,232,8059
2,5,615,1224,1978,459000,0,1,0,2,0,134,141,295,12,2,1,5,2,1,0,0,0,0,0,232,8059
2,5,2007,2455,1999,525000,0,1,0,6,0,124,139,282,6,1,0,2,0,1,1,0,0,0,0,234,7975
2,5,2050,1688,2001,469000,0,1,0,6,0,133,141,308,6,1,0,2,0,1,1,0,0,0,0,249,8520
1,5,2300,1088,1960,431000,5,0,124,151,292,9,1,0,3,1,1,1,0,0,2,0,0,0,0,249,8565
1,5,2640,564,1925,137800,6,0,169,175,386,11,1,1,3,1,1,1,0,0,2,1,0,0,0,259,8891
1,5,2550,1200,1989,372500,6,0,169,175,386,11,1,1,3,1,1,1,0,0,2,1,0,0,0,259,8891
1,5,1320,432,1925,210000,6,0,169,175,386,11,1,1,3,1,1,1,0,0,2,1,0,0,0,259,8891
1,5,1980,334,1930,243800,5,0,135,146,273,8,1,0,3,1,1,0,0,0,2,0,0,0,0,246,8489
1,5,2200,1500,2003,405000,5,0,135,146,273,8,1,0,3,1,1,0,0,0,2,0,0,0,0,246,8489
1,5,1414,1500,2003,375107,5,0,135,146,273,8,1,0,3,1,1,0,0,0,2,0,0,0,0,246,8489
1,5,2222,1500,2003,225000,5,0,135,146,273,8,1,0,3,1,1,0,0,0,2,0,0,0,0,246,8489
1,5,2300,1600,1975,420000,2,0,112,135,236,11,1,1,4,2,1,0,0,0,2,0,0,0,0,231,8090
1,5,3800,1536,1975,415000,2,0,112,135,236,11,1,1,4,2,1,0,0,0,2,0,0,0,0,231,8090
1,5,3925,1536,1975,445000,2,0,112,135,236,11,1,1,4,2,1,0,0,0,2,0,0,0,0,231,8090
1,5,5000,792,1940,310000,5,0,140,146,271,9,1,0,4,1,1,0,0,0,2,0,0,0,0,241,8371
1,5,3428,1248,1970,425000,5,0,140,146,271,9,1,0,4,1,1,0,0,0,2,0,0,0,0,241,8371
2,5,3395,2703,2015,580403,0,1,0,6,0,173,177,384,13,1,2,3,1,1,3,1,0,0,0,265,8997
2,5,3395,2703,2015,585493,0,1,0,6,0,173,177,384,13,1,2,3,1,1,3,1,0,0,0,265,8997
1,5,3240,584,1930,440000,6,0,176,178,376,12,1,2,3,1,1,1,0,0,2,1,0,0,0,262,8941
1,5,2516,896,1970,399000,6,0,174,172,373,12,1,2,3,1,1,1,0,0,2,1,0,0,0,256,8710
2,5,2392,1400,1997,485900,0,1,0,7,0,157,174,384,19,2,2,3,1,2,7,1,0,0,0,252,8550
2,5,2208,1400,1997,465000,0,1,0,7,0,157,174,384,19,2,2,3,1,2,7,1,0,0,0,252,8550
2,5,2256,1400,1997,435000,0,1,0,7,0,157,174,384,19,2,2,3,1,2,7,1,0,0,0,252,8550
2,5,2184,1400,1997,500000,0,1,0,7,0,157,174,384,19,2,2,3,1,2,7,1,0,0,0,252,8550
2,5,4700,1890,1955,470000,0,1,0,7,0,165,155,451,18,2,2,3,1,1,7,1,0,0,0,245,8290
2,5,3200,1192,1930,412000,0,1,0,7,0,157,150,446,18,2,2,3,1,1,7,1,0,0,0,245,8352
2,5,2000,1790,2005,365000,0,1,0,8,0,171,188,484,18,2,2,3,1,1,8,0,0,0,0,236,7985
2,5,1300,1042,1991,390000,0,1,0,12,0,177,166,509,18,1,3,3,2,1,6,0,1,0,0,235,7981
2,5,2400,1064,1963,355000,0,1,0,12,0,176,159,520,16,1,2,3,2,1,6,0,0,0,0,225,7660
2,5,2000,1500,1960,355000,0,1,0,9,0,161,158,467,16,2,2,3,1,1,6,0,0,0,0,231,7748
1,5,2500,1248,1980,345000,0,1,0,1,0,100,97,223,8,0,1,1,3,0,0,2,0,0,0,204,7109
2,5,1740,1825,1985,431000,0,1,0,0,0,68,67,164,10,0,1,3,3,0,0,2,0,1,0,088,6544
2,5,1910,1825,1985,380000,0,1,0,0,0,68,67,164,10,0,1,3,3,0,0,2,0,1,0,088,6544
2,5,2882,1800,1979,108000,0,1,0,0,0,68,67,164,10,0,1,3,3,0,0,2,0,1,0,088,6544
2,5,2400,2050,2003,499000,0,1,0,1,0,83,78,183,8,0,1,1,3,0,0,2,0,1,0,090,6705
1,5,2738,2112,1975,419900,0,1,0,2,0,84,84,174,7,0,1,1,2,0,0,2,0,0,0,208,7333
1,5,2738,2112,1975,380000,0,1,0,2,0,84,84,174,7,0,1,1,2,0,0,2,0,0,0,208,7333
1,5,2200,2223,1980,243800,0,1,0,1,0,101,102,200,8,0,1,1,2,0,0,2,0,1,0,216,7524
1,5,2200,2223,1980,415000,0,1,0,1,0,101,102,200,8,0,1,1,2,0,0,2,0,1,0,216,7524
1,5,2200,2223,1980,420000,0,1,0,1,0,101,102,200,8,0,1,1,2,0,0,2,0,1,0,216,7524
1,5,2688,1890,1980,577500,0,1,0,3,0,117,124,218,10,2,0,3,2,1,0,1,0,0,0,224,7726
1,5,2464,1408,1975,435000,0,1,0,3,0,117,124,218,10,2,0,3,2,1,0,1,0,0,0,224,7726
1,5,2250,1800,2005,464900,5,0,149,150,287,9,1,0,3,1,1,1,0,0,2,0,0,0,0,247,8428
1,5,2280,560,1940,235000,0,1,0,3,0,147,164,317,12,4,0,3,1,1,2,0,0,0,0,247,8531
1,5,1900,1200,1984,375000,0,1,0,3,0,136,147,287,11,4,0,3,1,1,0,1,0,0,0,247,8473
1,5,2000,2000,2000,495000,0,1,0,6,0,150,157,313,12,4,0,3,1,1,1,1,0,0,0,253,8622
1,5,1480,532,1935,116162,0,1,0,6,0,144,155,303,12,4,0,3,1,1,1,1,0,0,0,253,8658
1,5,3289,844,1930,273500,0,1,0,6,0,144,155,303,12,4,0,3,1,1,1,1,0,0,0,253,8658
1,5,1480,576,1925,215000,0,1,0,6,0,144,155,303,12,4,0,3,1,1,1,1,0,0,0,253,8658
1,5,2960,630,1945,321280,0,1,0,6,0,144,155,303,12,4,0,3,1,1,1,1,0,0,0,253,8658
1,5,1480,504,1920,223892,0,1,0,6,0,144,155,303,12,4,0,3,1,1,1,1,0,0,0,253,8658
1,5,2000,672,1955,100700,0,1,0,6,0,144,160,311,12,4,0,3,1,1,0,2,0,0,0,257,8856
1,5,2000,468,1920,211000,0,1,0,6,0,144,160,311,12,4,0,3,1,1,0,2,0,0,0,257,8856
1,5,2000,1800,2005,425000,0,1,0,6,0,144,160,311,12,4,0,3,1,1,0,2,0,0,0,257,8856
1,5,2000,518,1925,193000,0,1,0,3,0,140,156,301,12,4,0,3,1,1,0,2,0,0,0,249,8615
1,5,2480,382,1940,135000,0,1,0,5,0,137,132,283,12,4,0,3,1,1,1,1,0,0,0,245,8428
1,5,1520,637,1940,196000,0,1,0,5,0,137,132,283,12,4,0,3,1,1,1,1,0,0,0,245,8428
1,5,1040,868,1935,193000,0,1,0,6,0,145,155,306,12,4,0,3,1,1,0,2,0,0,0,247,8579
1,5,4000,921,1945,330000,0,1,0,6,0,135,139,285,15,6,0,3,2,1,0,2,0,0,0,235,8066
2,5,4000,1248,1935,402800,0,1,0,9,0,169,176,473,16,2,2,3,1,1,6,0,0,0,0,224,7514
1,5,4000,1188,1920,495000,0,1,0,6,0,160,156,362,12,2,2,3,1,1,1,1,0,0,0,242,8325
2,5,1467,1900,1989,415000,0,1,0,10,0,150,146,445,18,3,2,3,2,1,6,0,0,0,0,215,7117
2,5,6000,2550,2015,544763,0,1,0,10,0,150,146,445,18,3,2,3,2,1,6,0,0,0,0,215,7117
1,5,6000,798,1930,407000,0,1,0,10,0,130,115,305,19,3,2,3,2,1,6,1,0,0,0,214,7117
1,5,4000,900,1960,316000,0,1,0,10,0,130,115,305,19,3,2,3,2,1,6,1,0,0,0,214,7117
2,5,4400,2187,1979,720000,0,1,0,1,0,74,69,150,9,1,1,1,1,0,1,2,0,1,0,198,6902
2,5,3000,2079,1979,520000,0,1,0,1,0,74,69,150,9,1,1,1,1,0,1,2,0,1,0,198,6902
2,5,4897,2105,2000,491661,0,1,0,1,0,77,66,135,9,1,1,1,1,0,1,2,0,1,0,193,6843
2,5,2250,1680,2008,451000,0,1,0,1,0,77,66,135,9,1,1,1,1,0,1,2,0,1,0,193,6843
2,5,5700,836,1965,495000,0,1,0,2,0,71,59,140,8,1,1,1,1,0,1,1,0,1,0,192,6697
2,5,3800,1600,1950,763998,0,1,0,4,0,90,90,167,9,4,1,0,0,0,1,2,0,0,0,193,6829
2,5,2040,448,1920,285500,0,1,0,4,0,114,119,238,10,5,0,0,1,0,0,3,0,0,0,236,8100
2,5,4183,540,1940,159000,0,1,0,4,0,114,119,238,10,5,0,0,1,0,0,3,0,0,0,236,8100
2,5,1900,420,1910,167102,0,1,0,4,0,114,119,238,10,5,0,0,1,0,0,3,0,0,0,236,8100
2,5,2100,1900,2002,480000,0,1,0,4,0,110,118,229,10,5,0,0,1,0,0,3,0,0,0,214,7308
1,5,3800,528,1925,170000,0,1,0,3,0,127,141,268,13,4,0,3,1,1,0,3,0,0,0,250,8636
1,5,3800,1016,1950,220000,0,1,0,3,0,121,135,258,12,4,0,2,1,1,0,3,0,0,0,247,8427
1,5,2000,1600,2001,228150,3,0,123,129,245,12,5,0,2,1,1,0,3,0,0,0,0,0,0,240,8188
1,5,5200,816,1955,245000,3,0,123,129,245,12,5,0,2,1,1,0,3,0,0,0,0,0,0,240,8188
1,5,4000,828,1950,279716,0,1,0,3,0,131,134,267,15,6,0,3,2,1,0,2,0,0,0,242,8327
1,5,8550,1208,1940,328600,0,1,0,3,0,131,134,267,15,6,0,3,2,1,0,2,0,0,0,242,8327
1,5,1400,1600,1991,325000,0,1,0,3,0,124,137,260,13,4,0,3,1,1,0,3,0,0,0,240,8305
1,5,2800,475,1935,100700,0,1,0,3,0,124,137,260,13,4,0,3,1,1,0,3,0,0,0,240,8305
1,5,2000,1872,2007,425000,0,1,0,3,0,123,136,256,12,4,0,2,1,1,0,3,0,0,0,243,8337
1,5,1300,1300,1990,355000,0,1,0,3,0,123,136,256,12,4,0,2,1,1,0,3,0,0,0,243,8337
1,5,2000,1811,2007,390000,0,1,0,3,0,123,136,256,12,4,0,2,1,1,0,3,0,0,0,243,8337
1,5,4000,930,1945,230000,0,1,0,3,0,135,144,284,15,6,0,3,2,1,0,2,0,0,0,244,8438
1,5,2000,1740,2015,419289,0,1,0,3,0,135,144,284,15,6,0,3,2,1,0,2,0,0,0,244,8438
1,5,2000,1740,2015,419289,0,1,0,3,0,135,144,284,15,6,0,3,2,1,0,2,0,0,0,244,8438
1,5,2000,1600,2000,386000,0,1,0,3,0,113,118,243,15,6,0,3,2,1,0,2,0,0,0,216,7348
1,5,2609,1500,1920,366000,0,1,0,3,0,113,118,243,15,6,0,3,2,1,0,2,0,0,0,216,7348
1,5,2000,392,1920,238000,0,1,0,3,0,113,118,243,15,6,0,3,2,1,0,2,0,0,0,216,7348
2,5,5301,960,1915,150000,0,1,0,3,0,115,121,236,11,5,0,0,1,1,0,3,0,0,0,238,8148
2,5,4000,816,1920,202000,0,1,0,4,0,111,110,226,11,6,0,0,1,0,0,3,0,0,0,226,7744
2,5,2000,1000,1925,382500,0,1,0,4,0,111,110,226,11,6,0,0,1,0,0,3,0,0,0,226,7744
2,5,1875,1575,1999,244291,0,1,0,4,0,111,110,226,11,6,0,0,1,0,0,3,0,0,0,226,7744
2,5,2640,1600,2003,480000,0,1,0,4,0,103,103,197,10,6,0,0,0,0,0,3,0,0,0,209,7212
1,5,1900,960,1989,340000,0,1,0,3,0,117,122,243,13,5,0,2,1,1,0,3,0,0,0,234,7985
1,5,6000,448,1935,260000,0,1,0,3,0,117,122,243,13,5,0,2,1,1,0,3,0,0,0,234,7985
2,5,2000,1200,2012,467300,0,1,0,4,0,108,107,223,11,6,0,0,1,0,0,3,0,0,0,226,7734
2,5,2000,1200,2012,459800,0,1,0,4,0,108,107,223,11,6,0,0,1,0,0,3,0,0,0,226,7734
2,5,2000,1316,1935,249977,0,1,0,4,0,108,107,223,11,6,0,0,1,0,0,3,0,0,0,226,7734
2,5,1800,1008,1989,337500,0,1,0,4,0,108,107,223,11,6,0,0,1,0,0,3,0,0,0,226,7734
2,5,2250,650,1930,112858,0,1,0,4,0,103,105,211,11,6,0,0,1,0,0,3,0,0,0,213,7301
2,5,2000,943,1931,307000,0,1,0,4,0,103,105,211,11,6,0,0,1,0,0,3,0,0,0,213,7301
1,5,1120,450,1910,149900,0,1,0,3,0,110,119,242,16,6,0,3,2,1,0,3,0,0,0,222,7563
1,5,1900,1124,1930,325000,0,1,0,3,0,109,116,234,13,5,0,2,1,1,0,3,0,0,0,219,7435
1,5,1282,1200,1991,322500,0,1,0,3,0,99,109,222,15,6,0,2,2,1,0,3,0,0,0,202,6878
1,5,2000,1755,2008,474900,0,1,0,7,0,125,115,261,13,3,1,3,2,1,1,1,0,0,0,234,7983
1,5,2000,1700,2004,445000,0,1,0,7,0,125,115,261,13,3,1,3,2,1,1,1,0,0,0,234,7983
1,5,1600,1300,1989,310000,0,1,0,6,0,115,100,245,14,5,0,3,2,1,1,1,0,0,0,226,7662
1,5,2250,640,1950,335000,0,1,0,6,0,124,123,267,15,6,0,3,2,1,0,2,0,0,0,231,7911
2,5,5400,798,1940,524280,0,1,0,4,0,53,49,138,6,1,1,0,0,0,1,1,1,0,0,181,6361
2,5,3093,2316,2006,605000,0,1,0,4,0,36,37,105,7,1,1,1,0,0,1,1,1,0,0,158,5422
2,5,3093,2316,2006,671000,0,1,0,4,0,36,37,105,7,1,1,1,0,0,1,1,1,0,0,158,5422
2,5,3093,2316,2006,665024,0,1,0,4,0,36,37,105,7,1,1,1,0,0,1,1,1,0,0,158,5422
2,5,2700,1600,2003,566500,0,1,0,4,0,36,37,105,7,1,1,1,0,0,1,1,1,0,0,158,5422
2,5,1230,1600,2003,484000,0,1,0,4,0,36,37,105,7,1,1,1,0,0,1,1,1,0,0,158,5422
2,5,1200,1600,2003,501958,0,1,0,4,0,36,37,105,7,1,1,1,0,0,1,1,1,0,0,158,5422
2,5,1440,1600,1992,395270,0,1,0,4,0,40,45,116,6,1,1,0,0,0,1,1,1,0,0,170,5846
2,5,2000,1905,2006,475115,0,1,0,3,0,45,35,111,9,1,1,1,0,0,1,2,2,0,0,169,5593
2,5,2250,1861,2002,468838,0,1,0,3,0,45,35,111,9,1,1,1,0,0,1,2,2,0,0,169,5593
2,5,2250,1861,2002,484000,0,1,0,3,0,45,35,111,9,1,1,1,0,0,1,2,2,0,0,169,5593
2,5,2240,2015,2009,440000,0,1,0,3,0,45,35,111,9,1,1,1,0,0,1,2,2,0,0,169,5593
2,5,2240,744,1925,312560,0,1,0,3,0,45,35,111,9,1,1,1,0,0,1,2,2,0,0,169,5593
2,5,1800,781,1920,330000,0,1,0,5,0,56,66,151,7,2,1,0,0,0,1,1,1,0,0,170,6041
2,5,1800,1800,1930,357500,0,1,0,5,0,57,66,153,8,3,1,0,0,0,1,1,1,0,0,166,5898
2,5,1800,609,1930,217991,0,1,0,4,0,60,65,151,7,3,1,0,0,0,1,1,0,0,0,168,5931
2,5,1800,797,1930,171199,0,1,0,4,0,58,65,149,8,3,1,0,0,0,1,2,0,0,0,162,5706
2,5,1800,948,1930,278805,0,1,0,4,0,58,65,149,8,3,1,0,0,0,1,2,0,0,0,162,5706
2,5,6900,750,1930,462000,0,1,0,4,0,58,65,149,8,3,1,0,0,0,1,2,0,0,0,162,5706
2,5,1101,1000,2000,407644,0,1,0,3,0,54,55,108,8,3,1,0,0,0,1,2,0,0,0,150,5238
2,5,1400,1300,1989,396000,0,1,0,3,0,54,55,108,8,3,1,0,0,0,1,2,0,0,0,150,5238
2,5,1160,640,1930,223510,0,1,0,4,0,94,91,171,10,6,0,0,0,0,0,3,0,0,0,200,6875
2,5,1800,450,1987,143061,0,1,0,4,0,94,91,171,10,6,0,0,0,0,0,3,0,0,0,200,6875
2,5,2400,1900,1990,423000,0,1,0,4,0,94,91,171,10,6,0,0,0,0,0,3,0,0,0,200,6875
2,5,1945,608,1925,150000,0,1,0,4,0,94,91,171,10,6,0,0,0,0,0,3,0,0,0,200,6875
2,5,1792,1968,2001,450000,0,1,0,4,0,102,103,205,11,6,0,0,1,0,0,3,0,0,0,205,7023
2,5,1888,1888,2001,440000,0,1,0,4,0,102,103,205,11,6,0,0,1,0,0,3,0,0,0,205,7023
2,5,1635,1480,1989,220000,0,0,1,4,0,102,103,205,11,6,0,0,1,0,0,3,0,0,0,205,7023
1,5,2000,1800,2002,455000,0,1,0,3,0,122,123,257,15,6,0,3,2,1,0,2,0,0,0,220,7514
1,5,3300,2050,2005,566500,0,1,0,3,0,122,123,257,15,6,0,3,2,1,0,2,0,0,0,220,7514
1,5,3000,1348,1930,320159,0,1,0,4,0,107,114,229,14,6,0,2,2,1,0,2,0,0,0,213,7277
1,5,2400,1520,1975,383000,0,1,0,3,0,95,106,221,14,6,0,2,2,0,0,3,0,0,0,203,6925
1,5,1635,1100,1920,316260,0,1,0,3,0,95,106,221,14,6,0,2,2,0,0,3,0,0,0,203,6925
1,5,2000,1660,2004,390000,0,1,0,3,0,95,106,221,14,6,0,2,2,0,0,3,0,0,0,203,6925
1,5,4000,1120,1970,302100,0,1,0,3,0,95,106,221,14,6,0,2,2,0,0,3,0,0,0,203,6925
2,5,2300,1800,2003,367000,0,1,0,4,0,108,107,223,11,5,0,2,2,0,1,0,0,0,0,201,6849
2,5,3000,2350,2014,548836,0,1,0,4,0,108,107,223,11,5,0,2,2,0,1,0,0,0,0,201,6849
2,5,6200,1067,1920,550000,0,1,0,4,0,108,107,223,11,5,0,2,2,0,1,0,0,0,0,201,6849
1,5,3000,2262,1925,407925,0,1,0,4,0,109,115,232,13,6,0,2,2,0,0,2,0,0,0,208,7087
1,5,3000,2262,1925,916808,0,1,0,4,0,109,115,232,13,6,0,2,2,0,0,2,0,0,0,208,7087
1,5,3000,1822,2011,555000,0,1,0,4,0,109,115,232,13,6,0,2,2,0,0,2,0,0,0,208,7087
1,5,4500,756,1925,270000,0,1,0,4,0,109,115,232,13,6,0,2,2,0,0,2,0,0,0,208,7087
1,5,6000,1200,1925,540000,0,1,0,4,0,109,115,232,13,6,0,2,2,0,0,2,0,0,0,208,7087
1,5,2250,2020,2015,486720,0,1,0,4,0,102,104,224,13,6,0,2,2,0,0,2,0,0,0,204,6896
1,5,2250,2020,2015,475566,0,1,0,4,0,102,104,224,13,6,0,2,2,0,0,2,0,0,0,204,6896
1,5,2250,2020,2015,495846,0,1,0,4,0,102,104,224,13,6,0,2,2,0,0,2,0,0,0,204,6896
1,5,6000,890,1950,402800,0,1,0,4,0,102,104,224,13,6,0,2,2,0,0,2,0,0,0,204,6896
1,5,2800,432,1935,121900,0,1,0,4,0,102,104,224,13,6,0,2,2,0,0,2,0,0,0,204,6896
1,5,2800,432,1935,195000,0,1,0,4,0,102,104,224,13,6,0,2,2,0,0,2,0,0,0,204,6896
2,5,2450,1344,1975,415000,0,1,0,3,0,94,99,213,14,6,0,2,2,0,0,3,0,1,0,095,6579
2,5,2500,2172,2015,496860,0,1,0,3,0,94,99,213,14,6,0,2,2,0,0,3,0,1,0,095,6579
2,5,2000,1800,2005,422500,0,1,0,3,0,90,94,209,10,6,0,0,2,0,0,2,0,0,0,092,6530
2,5,2000,1800,2005,400000,0,1,0,3,0,90,94,209,10,6,0,0,2,0,0,2,0,0,0,092,6530
2,5,2250,1958,2014,466440,0,1,0,3,0,80,80,193,12,6,0,0,1,1,0,3,0,1,0,081,6092
2,5,2250,1958,2014,481650,0,1,0,3,0,80,80,193,12,6,0,0,1,1,0,3,0,1,0,081,6092
1,5,2900,1088,1925,415000,16,0,215,181,685,23,1,5,0,5,3,6,1,0,0,0,2,0,0,220,7431
2,5,7500,1944,1965,655000,0,1,0,15,0,173,153,511,18,2,3,1,4,0,6,0,1,0,0,222,7449
1,5,7950,1144,1955,460000,9,0,123,106,308,8,2,2,1,1,2,0,0,0,0,0,0,0,0,274,9451
1,5,4000,960,1960,405000,10,0,176,130,486,11,2,2,1,3,3,0,0,0,0,0,0,0,0,260,8992
1,5,7400,1334,1960,585000,10,0,176,130,486,11,2,2,1,3,3,0,0,0,0,0,0,0,0,260,8992
1,5,5500,920,1960,480000,8,0,117,102,287,8,2,2,2,2,0,0,0,0,0,0,0,0,0,275,9584
